om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
620749,2021,12,10,2021-12-10,20:53:00,3,IL,17,0,2,1,0,10000,0,38.9850,-89.5700,39.2704,-88.8982,41.5400,690,1,1,1,5,135,51,173,0
620750,2021,12,10,2021-12-10,20:54:00,3,TN,47,0,4,515,57,25000,0,36.4830,-89.1350,37.6078,-86.5062,168.5300,2600,2,0,1,0,0,0,0,0
620750,2021,12,10,2021-12-10,20:54:00,3,TN,47,0,0,0,0,25000,0,36.4830,-89.1350,36.5030,-89.1060,2.1200,300,2,1,2,131,0,0,0,0
620750,2021,12,10,2021-12-10,20:56:00,3,KY,21,0,4,515,57,0,0,36.5030,-89.1060,37.6078,-86.5062,166.4100,2600,2,1,2,75,105,83,157,0
620750,2021,12,10,2021-12-10,20:56:00,3,KY,21,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,-9,143,33,107,177,0
620750,2021,12,10,2021-12-10,20:56:00,3,KY,21,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,-9,183,27,85,27,0
620750,2021,12,10,2021-12-10,20:56:00,3,KY,21,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,-9,85,0,0,0,0
620751,2021,12,10,2021-12-10,21:11:00,3,AR,05,0,2,0,0,6300000,0,35.6654,-90.5268,35.6915,-90.4719,3.6000,250,1,1,1,111,0,0,0,0
620752,2021,12,10,2021-12-10,21:50:00,3,IL,17,0,2,0,0,0,0,39.4190,-88.5900,39.5360,-88.3350,15.8600,200,1,1,1,173,139,29,0,0
620753,2021,12,10,2021-12-10,22:05:00,3,IN,18,0,0,0,0,0,0,41.4058,-87.4543,41.4326,-87.3702,4.8000,100,1,1,1,89,0,0,0,0
620754,2021,12,10,2021-12-10,22:05:00,3,MO,29,0,2,0,0,0,0,37.2720,-90.8870,37.3020,-90.7680,6.8600,300,1,1,1,179,0,0,0,0
620755,2021,12,10,2021-12-10,22:18:00,3,IL,17,0,1,0,0,0,0,39.6000,-88.1000,39.6600,-88.0100,6.3300,100,1,1,1,29,0,0,0,0
620756,2021,12,10,2021-12-10,22:32:00,3,TN,47,0,3,38,0,11026100,0,36.1200,-89.2600,36.8140,-87.2330,122.6200,2000,2,0,1,0,53,131,53,0
620756,2021,12,10,2021-12-10,22:32:00,3,TN,47,0,3,34,0,10906100,0,36.1200,-89.2600,36.6372,-87.6877,93.8300,1000,2,1,2,45,53,131,53,0
620756,2021,12,10,2021-12-10,22:32:00,3,TN,47,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,-9,183,79,161,0,0
620756,2021,12,10,2021-12-10,23:49:00,3,KY,21,0,2,4,0,120000,0,36.4970,-88.0560,36.8140,-87.2330,28.7900,2000,2,1,2,35,47,219,0,0
620757,2021,12,10,2021-12-10,22:41:00,3,IL,17,0,2,0,0,0,0,39.8494,-87.6693,39.8843,-87.6177,3.6500,200,1,1,1,45,183,0,0,0
620758,2021,12,11,2021-12-11,00:06:00,3,KY,21,0,1,0,0,0,0,37.7753,-86.1383,37.7861,-86.1069,1.9000,50,1,1,1,93,0,0,0,0
620759,2021,12,11,2021-12-11,00:40:00,3,TN,47,0,0,0,0,0,0,35.3080,-89.4630,35.3100,-89.4540,0.5300,50,1,1,1,47,0,0,0,0
620760,2021,12,11,2021-12-11,00:47:00,3,KY,21,0,3,1,0,0,0,36.8594,-87.0315,37.0312,-86.5721,28.0200,1400,1,1,1,141,227,0,0,0
620761,2021,12,11,2021-12-11,00:51:00,3,KY,21,0,1,0,0,0,0,38.0035,-85.4995,38.0142,-85.4680,1.9000,100,1,1,1,215,0,0,0,0
620762,2021,12,11,2021-12-11,01:09:00,3,KY,21,0,3,63,16,0,0,36.9160,-86.6180,37.1160,-86.1510,29.2600,440,1,1,1,227,61,0,0,0
620763,2021,12,11,2021-12-11,01:19:00,3,KY,21,0,2,0,0,0,0,36.9559,-86.4231,37.0073,-86.3395,6.1000,300,1,1,1,227,0,0,0,0
620764,2021,12,11,2021-12-11,01:32:00,3,TN,47,0,1,0,0,700000,0,35.6100,-88.6700,35.6500,-88.5400,7.8600,300,1,1,1,113,77,0,0,0
620765,2021,12,11,2021-12-11,01:38:00,3,KY,21,0,2,0,0,0,0,37.0660,-86.0880,37.2264,-85.8564,16.9800,900,1,1,1,61,9,99,0,0
620766,2021,12,11,2021-12-11,01:40:00,3,TN,47,0,2,1,0,4000000,0,35.6800,-88.4800,35.7700,-88.2300,15.3400,600,1,1,1,77,0,0,0,0
620767,2021,12,11,2021-12-11,01:52:00,3,KY,21,0,2,1,0,0,0,37.2220,-85.9270,37.3420,-85.5210,23.8200,528,1,1,1,99,87,0,0,0
620768,2021,12,11,2021-12-11,02:00:00,3,TN,47,0,1,0,0,220000,0,35.8000,-88.1700,35.8200,-88.0100,9.0700,100,1,1,1,39,5,0,0,0
620769,2021,12,11,2021-12-11,02:06:00,3,OH,39,0,1,0,0,300000,0,40.7305,-83.8264,40.7405,-83.7989,1.6000,150,1,1,1,65,0,0,0,0
620770,2021,12,11,2021-12-11,02:15:00,3,TN,47,0,1,0,0,85000,0,35.7916,-87.8868,35.9106,-87.6705,14.9300,400,1,1,1,135,85,81,0,0
620771,2021,12,11,2021-12-11,02:20:00,3,KY,21,0,3,31,1,0,0,37.4080,-85.4270,37.5020,-85.1900,14.5400,450,1,1,1,217,155,0,0,0
620772,2021,12,11,2021-12-11,02:33:00,3,TN,47,0,0,0,0,15000,0,35.9246,-87.6214,35.9725,-87.5068,7.2300,100,1,1,1,81,0,0,0,0
620773,2021,12,11,2021-12-11,02:40:00,3,TN,47,0,2,2,0,2010000,0,35.9786,-87.4798,36.0510,-87.3122,10.8700,500,1,1,1,81,43,0,0,0
620774,2021,12,11,2021-12-11,02:41:00,3,KY,21,0,1,0,0,0,0,37.5282,-85.1083,37.5399,-85.0769,1.9000,50,1,1,1,155,0,0,0,0
620775,2021,12,11,2021-12-11,02:49:00,3,TN,47,0,1,0,0,10000,0,36.0255,-87.3054,36.0736,-87.2330,5.4100,175,1,1,1,43,0,0,0,0
620776,2021,12,11,2021-12-11,02:57:00,3,TN,47,0,2,1,0,1520000,0,36.1065,-87.1941,36.1717,-86.9860,12.6100,400,1,1,1,43,21,37,0,0
620777,2021,12,11,2021-12-11,03:01:00,3,KY,21,0,2,0,0,0,0,37.5792,-84.7761,37.5839,-84.7634,0.6300,100,1,1,1,21,0,0,0,0
620778,2021,12,11,2021-12-11,03:02:00,3,KY,21,0,1,0,0,0,0,37.6459,-84.7908,37.6752,-84.7379,3.6300,400,1,1,1,21,0,0,0,0
620779,2021,12,11,2021-12-11,03:04:00,3,KY,21,0,1,0,0,0,0,37.6030,-84.7260,37.6720,-84.6310,7.0800,100,1,1,1,21,79,0,0,0
620780,2021,12,11,2021-12-11,03:07:00,3,KY,21,0,1,0,0,0,0,37.6780,-84.6940,37.7090,-84.6560,2.9900,950,1,1,1,21,79,0,0,0
620781,2021,12,11,2021-12-11,03:10:00,3,KY,21,0,1,0,0,0,0,37.6679,-84.6279,37.6671,-84.6165,0.6000,100,1,1,1,79,0,0,0,0
620782,2021,12,11,2021-12-11,03:12:00,3,TN,47,0,0,0,0,250000,0,36.1819,-86.9594,36.2225,-86.8069,9.0000,300,1,1,1,37,0,0,0,0
620783,2021,12,11,2021-12-11,03:22:00,3,KY,21,0,1,0,0,0,0,37.6870,-84.4196,37.6870,-84.4196,0.2500,75,1,1,1,151,0,0,0,0
620784,2021,12,11,2021-12-11,03:30:00,3,TN,47,0,1,0,0,1750000,0,36.2635,-86.6578,36.2940,-86.5421,6.8200,150,1,1,1,37,165,0,0,0
620785,2021,12,11,2021-12-11,03:31:00,3,KY,21,0,1,0,0,0,0,37.8244,-84.3301,37.8311,-84.3099,1.2000,125,1,1,1,151,0,0,0,0
620786,2021,12,11,2021-12-11,03:31:00,3,TN,47,0,1,1,0,1250000,0,36.1424,-86.5901,36.2320,-86.5228,7.6700,100,1,1,1,37,189,0,0,0
620787,2021,12,11,2021-12-11,03:33:00,3,TN,47,0,0,0,0,250000,0,36.1634,-86.6223,36.1754,-86.6038,1.3800,50,1,1,1,37,0,0,0,0
620788,2021,12,11,2021-12-11,03:42:00,3,TN,47,0,0,0,0,25000,0,36.4430,-86.4358,36.4723,-86.3304,6.2100,50,1,1,1,165,0,0,0,0
620789,2021,12,11,2021-12-11,03:48:00,3,TN,47,0,0,0,0,20000,0,36.3099,-86.3301,36.3333,-86.2850,3.0700,50,1,1,1,189,165,189,0,0
620790,2021,12,11,2021-12-11,04:04:00,3,TN,47,0,0,0,0,20000,0,36.2416,-85.9548,36.2954,-85.8429,7.3500,75,1,1,1,159,87,0,0,0
620791,2021,12,11,2021-12-11,04:20:00,3,TN,47,0,1,0,0,500000,0,36.5809,-85.7738,36.6545,-85.5984,11.1800,75,2,0,1,0,0,0,0,0
620791,2021,12,11,2021-12-11,04:20:00,3,TN,47,0,1,0,0,500000,0,36.5809,-85.7738,36.6184,-85.6807,5.7800,75,2,1,2,27,0,0,0,0
620791,2021,12,11,2021-12-11,04:24:00,3,KY,21,0,0,0,0,0,0,36.6184,-85.6811,36.6545,-85.5984,5.4000,75,2,1,2,171,0,0,0,0
620792,2021,12,11,2021-12-11,04:30:00,3,MS,28,0,1,0,0,125000,0,34.5365,-88.4622,34.5610,-88.3883,4.5000,100,1,1,1,117,0,0,0,0
620793,2021,12,11,2021-12-11,06:17:00,3,TN,47,0,0,0,0,20000,0,35.0314,-86.9644,35.0481,-86.8787,4.9900,50,1,1,1,55,0,0,0,0
620794,2021,12,11,2021-12-11,07:39:00,3,TN,47,0,0,0,0,50000,0,35.3472,-85.7120,35.3917,-85.5646,8.9200,100,1,1,1,61,0,0,0,0
620795,2021,12,11,2021-12-11,16:16:00,3,GA,13,0,0,0,0,0,0,32.7300,-83.2100,32.7276,-83.1405,3.8000,200,1,1,1,319,0,0,0,0
620796,2021,12,15,2021-12-15,13:27:00,3,NE,31,0,0,0,0,700000,0,40.5831,-98.9391,40.7304,-98.8599,11.0200,150,1,1,1,99,19,0,0,0
620797,2021,12,15,2021-12-15,13:29:00,3,NE,31,0,0,0,0,700000,0,40.2676,-98.7285,40.4306,-98.5945,13.4500,100,1,1,1,61,181,1,0,0
620798,2021,12,15,2021-12-15,13:33:00,3,NE,31,0,0,0,0,350000,0,40.6563,-98.8151,40.7551,-98.7770,7.1300,120,1,1,1,99,19,0,0,0
620799,2021,12,15,2021-12-15,13:44:00,3,NE,31,0,1,0,0,400000,0,40.3214,-98.5025,40.4920,-98.3325,14.8400,180,1,1,1,181,1,0,0,0
620800,2021,12,15,2021-12-15,13:53:00,3,NE,31,0,1,0,0,400000,0,40.6551,-98.4578,40.7598,-98.3696,8.5800,150,1,1,1,1,79,0,0,0
620801,2021,12,15,2021-12-15,14:03:00,3,NE,31,0,0,0,0,302000,0,40.6662,-98.2789,40.7407,-98.1844,7.1700,60,1,1,1,1,35,81,0,0
620802,2021,12,15,2021-12-15,14:11:00,3,NE,31,0,1,0,0,500000,0,40.7240,-98.1115,40.8915,-98.0024,12.9000,400,1,1,1,81,0,0,0,0
620803,2021,12,15,2021-12-15,14:26:00,3,NE,31,0,1,0,0,500000,0,40.9688,-97.9153,41.1107,-97.7841,12.0000,400,1,1,1,81,143,0,0,0
620804,2021,12,15,2021-12-15,14:35:00,3,NE,31,0,1,0,0,400000,0,41.0610,-97.7318,41.1632,-97.6810,7.5400,350,1,1,1,143,0,0,0,0
620805,2021,12,15,2021-12-15,15:03:00,3,NE,31,0,1,0,0,0,0,41.5300,-97.4900,41.5400,-97.4800,0.7900,30,1,1,1,141,0,0,0,0
620806,2021,12,15,2021-12-15,15:04:00,3,NE,31,0,2,2,0,0,0,41.4400,-97.3800,41.4700,-97.3500,2.7200,50,1,1,1,141,0,0,0,0
620807,2021,12,15,2021-12-15,15:11:00,3,NE,31,0,2,0,0,0,0,40.6200,-97.0700,40.9000,-96.8100,23.7400,70,1,1,1,151,159,109,0,0
620808,2021,12,15,2021-12-15,15:27:00,3,NE,31,0,1,0,0,0,0,41.7200,-97.0000,41.7400,-97.0000,1.5000,30,1,1,1,37,0,0,0,0
620809,2021,12,15,2021-12-15,15:31:00,3,NE,31,0,2,0,0,0,0,41.7700,-96.9800,41.8500,-96.9400,6.2500,100,1,1,1,39,0,0,0,0
620810,2021,12,15,2021-12-15,15:37:00,3,NE,31,0,1,0,0,0,0,41.8200,-96.8400,41.8500,-96.8200,1.8200,50,1,1,1,39,0,0,0,0
620811,2021,12,15,2021-12-15,15:37:00,3,NE,31,0,1,0,0,0,0,41.7800,-96.8100,41.8500,-96.7800,4.8500,50,1,1,1,39,0,0,0,0
620812,2021,12,15,2021-12-15,15:41:00,3,NE,31,0,1,0,0,0,0,41.8900,-96.7900,41.9000,-96.7900,0.3600,50,1,1,1,39,0,0,0,0
620813,2021,12,15,2021-12-15,15:41:00,3,NE,31,0,1,0,0,0,0,41.0600,-96.5600,41.2600,-96.4000,16.6000,100,1,1,1,155,0,0,0,0
620814,2021,12,15,2021-12-15,15:44:00,3,NE,31,0,2,0,0,0,0,41.9100,-96.7500,42.0700,-96.6900,11.2200,200,1,1,1,39,0,0,0,0
620815,2021,12,15,2021-12-15,15:46:00,3,NE,31,0,1,0,0,0,0,41.1800,-96.5500,41.1900,-96.5400,0.7200,100,1,1,1,155,0,0,0,0
620816,2021,12,15,2021-12-15,15:51:00,3,NE,31,0,1,0,0,0,0,41.9800,-96.6100,42.1000,-96.5400,11.2400,20,1,1,1,39,173,0,0,0
620817,2021,12,15,2021-12-15,15:55:00,3,NE,31,0,2,0,0,0,0,40.6361,-96.1585,40.6598,-96.1298,3.3000,20,1,1,1,25,0,0,0,0
620818,2021,12,15,2021-12-15,16:05:00,3,NE,31,0,1,0,0,0,0,40.7500,-95.9300,40.7600,-95.9300,0.1000,200,1,1,1,131,0,0,0,0
620819,2021,12,15,2021-12-15,16:05:00,3,NE,31,0,1,0,0,0,0,40.0400,-96.2500,40.0500,-96.2500,0.1800,20,1,1,1,133,0,0,0,0
620820,2021,12,15,2021-12-15,16:06:00,3,NE,31,0,0,0,0,0,0,40.0200,-96.1000,40.0300,-96.0600,2.1800,20,1,1,1,133,0,0,0,0
620821,2021,12,15,2021-12-15,16:06:00,3,NE,31,0,2,0,0,0,0,40.8600,-95.9500,40.9000,-95.9100,3.5900,150,1,1,1,25,0,0,0,0
620822,2021,12,15,2021-12-15,16:07:00,3,NE,31,0,1,0,0,0,0,40.1200,-96.0900,40.1300,-96.0800,0.8000,100,1,1,1,133,0,0,0,0
620823,2021,12,15,2021-12-15,16:09:00,3,NE,31,0,2,0,0,0,0,40.9200,-95.8800,40.9500,-95.8600,2.6000,200,1,1,1,25,0,0,0,0
620824,2021,12,15,2021-12-15,16:14:00,3,IA,19,0,1,0,0,0,0,40.9200,-95.7500,40.9200,-95.7500,9.9700,100,1,1,1,129,0,0,0,0
620825,2021,12,15,2021-12-15,16:15:00,3,IA,19,0,-9,0,0,0,0,42.2880,-96.3040,42.2990,-96.3010,0.8000,20,1,1,1,193,0,0,0,0
620826,2021,12,15,2021-12-15,16:16:00,3,IA,19,0,0,0,0,0,0,41.1900,-95.8900,41.1900,-95.8900,0.9000,30,1,1,1,155,0,0,0,0
620827,2021,12,15,2021-12-15,16:20:00,3,IA,19,0,1,0,0,250000,0,42.3660,-96.3020,42.4310,-96.2820,4.5600,75,1,1,1,193,0,0,0,0
620828,2021,12,15,2021-12-15,16:24:00,3,IA,19,0,2,0,0,0,0,41.3100,-95.7700,41.3100,-95.7700,2.3000,50,1,1,1,155,0,0,0,0
620829,2021,12,15,2021-12-15,16:25:00,3,IA,19,0,2,0,0,500000,0,42.4290,-96.1820,42.5480,-96.1490,8.4400,100,1,1,1,193,0,0,0,0
620830,2021,12,15,2021-12-15,16:31:00,3,IA,19,0,1,0,0,0,0,41.0800,-95.4400,41.0800,-95.4400,0.6300,50,1,1,1,129,0,0,0,0
620831,2021,12,15,2021-12-15,16:31:00,3,IA,19,0,2,0,0,0,0,41.3900,-95.6400,41.3900,-95.6400,6.7000,75,1,1,1,155,0,0,0,0
620832,2021,12,15,2021-12-15,16:34:00,3,IA,19,0,1,0,0,0,0,41.1800,-95.3600,41.1800,-95.3600,9.5700,50,1,1,1,155,0,0,0,0
620833,2021,12,15,2021-12-15,16:35:00,3,IA,19,0,1,0,0,200000,0,42.5050,-95.9920,42.5610,-95.9560,4.2800,75,1,1,1,193,0,0,0,0
620834,2021,12,15,2021-12-15,16:39:00,3,IA,19,0,1,0,0,50000,0,42.5610,-95.9560,42.6100,-95.9380,3.7200,75,1,1,1,149,0,0,0,0
620835,2021,12,15,2021-12-15,16:42:00,3,IA,19,0,1,0,0,200000,0,42.2930,-95.6670,42.4380,-95.5130,13.0000,75,1,1,1,93,0,0,0,0
620836,2021,12,15,2021-12-15,16:48:00,3,IA,19,0,-9,0,0,0,0,41.9551,-95.5749,42.0074,-95.5266,4.3900,50,1,1,1,47,0,0,0,0
620837,2021,12,15,2021-12-15,16:49:00,3,IA,19,0,2,0,0,350000,0,41.3330,-95.1070,41.6768,-94.8550,27.1100,100,1,1,1,29,9,0,0,0
620838,2021,12,15,2021-12-15,16:58:00,3,IA,19,0,0,0,0,75000,0,42.5260,-95.4350,42.5620,-95.4050,2.9200,50,1,1,1,93,0,0,0,0
620839,2021,12,15,2021-12-15,16:59:00,3,IA,19,0,1,0,0,1000000,0,42.6350,-95.4890,42.7760,-95.3880,11.1600,250,1,1,1,35,0,0,0,0
620840,2021,12,15,2021-12-15,17:00:00,3,IA,19,0,1,0,0,100000,0,41.4876,-94.8961,41.6321,-94.7884,11.4400,80,1,1,1,29,9,0,0,0
620841,2021,12,15,2021-12-15,17:00:00,3,IA,19,0,-9,0,0,0,0,42.5620,-95.4050,42.5850,-95.3880,1.8100,50,1,1,1,35,0,0,0,0
620842,2021,12,15,2021-12-15,17:01:00,3,IA,19,0,1,0,0,200000,0,42.5850,-95.3880,42.6650,-95.3280,6.3700,75,1,1,1,21,0,0,0,0
620843,2021,12,15,2021-12-15,17:05:00,3,IA,19,0,1,0,0,250000,0,42.8580,-95.5410,42.9100,-95.5140,3.8400,75,1,1,1,35,0,0,0,0
620844,2021,12,15,2021-12-15,17:07:00,3,IA,19,0,1,0,0,100000,0,42.7760,-95.3880,42.8680,-95.3330,6.9400,150,1,1,1,21,0,0,0,0
620845,2021,12,15,2021-12-15,17:08:00,3,IA,19,0,1,0,0,50000,0,42.9100,-95.5140,42.9520,-95.4640,3.8500,100,1,1,1,141,0,0,0,0
620846,2021,12,15,2021-12-15,17:10:00,3,IA,19,0,1,0,0,100000,0,41.6206,-94.6906,41.7680,-94.5894,11.4500,70,1,1,1,77,0,0,0,0
620847,2021,12,15,2021-12-15,17:13:00,3,IA,19,0,2,0,0,150000,0,42.1842,-95.0694,42.3975,-94.8820,17.6000,100,1,1,1,27,161,0,0,0
620848,2021,12,15,2021-12-15,17:14:00,3,IA,19,0,2,0,0,450000,0,41.6998,-94.7044,41.9285,-94.4771,19.6700,100,1,1,1,77,73,0,0,0
620849,2021,12,15,2021-12-15,17:18:00,3,IA,19,0,2,0,0,250000,0,42.8340,-95.1710,42.8940,-95.1230,4.7700,100,1,1,1,21,0,0,0,0
620850,2021,12,15,2021-12-15,17:19:00,3,IA,19,0,1,0,0,80000,0,42.0088,-94.8095,42.1285,-94.7127,9.6500,80,1,1,1,27,0,0,0,0
620851,2021,12,15,2021-12-15,17:21:00,3,IA,19,0,2,0,0,470000,0,41.7522,-94.4961,42.1431,-94.2430,29.9900,300,1,1,1,77,73,0,0,0
620852,2021,12,15,2021-12-15,17:27:00,3,IA,19,0,2,0,0,801000,0,41.8432,-94.4015,42.1348,-94.1699,23.4000,150,1,1,1,77,73,0,0,0
620853,2021,12,15,2021-12-15,17:29:00,3,IA,19,0,2,0,0,1200000,0,41.9430,-94.5058,42.0015,-94.4336,5.4900,100,1,1,1,73,0,0,0,0
620854,2021,12,15,2021-12-15,17:32:00,3,IA,19,0,2,0,0,500000,0,41.9863,-94.4796,42.0445,-94.3972,5.8300,100,1,1,1,73,0,0,0,0
620855,2021,12,15,2021-12-15,17:34:00,3,IA,19,0,-9,0,0,0,0,42.2525,-94.6317,42.2708,-94.6236,1.3300,40,1,1,1,25,0,0,0,0
620856,2021,12,15,2021-12-15,17:34:00,3,IA,19,0,2,0,0,20000,0,42.0810,-94.4866,42.1095,-94.4495,2.7400,70,1,1,1,73,0,0,0,0
620857,2021,12,15,2021-12-15,17:35:00,3,IA,19,0,1,0,0,20000,0,42.2211,-94.5830,42.4723,-94.4312,19.0100,100,1,1,1,25,0,0,0,0
620858,2021,12,15,2021-12-15,17:39:00,3,IA,19,0,2,0,0,30000,0,42.0405,-94.2019,42.2603,-94.0247,17.6900,125,1,1,1,73,15,187,0,0
620859,2021,12,15,2021-12-15,17:39:00,3,IA,19,0,1,0,0,200000,0,43.2650,-95.0880,43.3220,-95.0870,3.9600,50,1,1,1,59,0,0,0,0
620860,2021,12,15,2021-12-15,17:40:00,3,IA,19,0,2,0,0,100000,0,42.2902,-94.4760,42.5313,-94.3444,17.9700,80,1,1,1,25,187,0,0,0
620861,2021,12,15,2021-12-15,17:41:00,3,IA,19,0,1,0,0,60000,0,43.0586,-94.8102,43.2142,-94.7505,11.1600,90,1,1,1,147,0,0,0,0
620862,2021,12,15,2021-12-15,17:42:00,3,IA,19,0,2,0,0,225000,0,42.1489,-94.2820,42.3918,-94.1154,18.8300,150,1,1,1,73,187,0,0,0
620863,2021,12,15,2021-12-15,17:43:00,3,IA,19,0,-9,0,0,0,0,42.5797,-94.5775,42.5920,-94.5657,1.0400,40,1,1,1,151,0,0,0,0
620864,2021,12,15,2021-12-15,17:49:00,3,IA,19,0,2,0,0,105000,0,42.1272,-94.0157,42.3270,-93.8484,16.2500,125,1,1,1,15,187,79,0,0
620865,2021,12,15,2021-12-15,17:50:00,3,IA,19,0,-9,0,0,0,0,42.6852,-94.5062,42.7726,-94.4325,7.1000,80,1,1,1,151,91,0,0,0
620866,2021,12,15,2021-12-15,17:55:00,3,IA,19,0,2,0,0,180000,0,42.2374,-93.9463,42.3847,-93.8182,12.1000,100,1,1,1,187,79,0,0,0
620867,2021,12,15,2021-12-15,17:58:00,3,IA,19,0,1,0,0,30000,0,42.7841,-94.3105,42.8371,-94.2685,4.2300,80,1,1,1,91,0,0,0,0
620868,2021,12,15,2021-12-15,18:00:00,3,IA,19,0,2,0,0,75000,0,42.4239,-94.0578,42.4966,-94.0113,5.5500,80,1,1,1,187,0,0,0,0
620869,2021,12,15,2021-12-15,18:01:00,3,IA,19,0,0,0,0,70000,0,42.3813,-93.9473,42.4808,-93.8826,7.6300,80,1,1,1,187,79,0,0,0
620870,2021,12,15,2021-12-15,18:01:00,3,IA,19,0,0,0,0,10000,0,42.2514,-93.8019,42.3514,-93.6954,8.7900,70,1,1,1,79,0,0,0,0
620871,2021,12,15,2021-12-15,18:19:00,3,IA,19,0,2,0,0,150000,0,42.6557,-93.6664,42.7284,-93.6051,5.9100,70,1,1,1,197,0,0,0,0
620872,2021,12,15,2021-12-15,18:25:00,3,IA,19,0,2,0,0,105000,0,42.7555,-93.5566,42.9743,-93.4172,16.6900,100,1,1,1,197,69,33,0,0
620873,2021,12,15,2021-12-15,18:26:00,3,IA,19,0,1,0,0,5000,0,42.5306,-93.3697,42.6684,-93.1969,12.9600,125,1,1,1,83,69,0,0,0
620874,2021,12,15,2021-12-15,18:27:00,3,IA,19,0,1,0,0,35000,0,42.4820,-93.2841,42.7441,-93.0332,22.1600,140,1,1,1,83,69,0,0,0
620875,2021,12,15,2021-12-15,18:28:00,3,IA,19,0,0,0,0,500,0,42.8998,-93.7488,42.9709,-93.7134,5.2300,60,1,1,1,197,81,0,0,0
620876,2021,12,15,2021-12-15,18:38:00,3,IA,19,0,1,0,0,100000,0,42.8225,-93.2513,42.8986,-93.1937,6.0100,80,1,1,1,69,0,0,0,0
620877,2021,12,15,2021-12-15,18:40:00,3,IA,19,0,2,0,0,250000,0,42.7153,-93.1140,42.8037,-93.0284,7.4900,90,1,1,1,69,0,0,0,0
620878,2021,12,15,2021-12-15,18:44:00,3,IA,19,0,0,0,0,500,0,42.9664,-93.1375,43.0012,-93.1070,2.8600,40,1,1,1,33,0,0,0,0
620879,2021,12,15,2021-12-15,18:48:00,3,IA,19,0,1,0,0,50000,0,43.4643,-93.6889,43.5025,-93.6679,2.8500,90,2,0,1,0,0,0,0,0
620879,2021,12,15,2021-12-15,18:48:00,3,IA,19,0,1,0,0,50000,0,43.4643,-93.6889,43.4997,-93.6704,2.6200,90,2,1,2,189,0,0,0,0
620879,2021,12,15,2021-12-15,18:50:00,3,MN,27,0,0,0,0,0,0,43.4997,-93.6704,43.5025,-93.6679,0.2300,90,2,1,2,43,0,0,0,0
620880,2021,12,15,2021-12-15,18:53:00,3,IA,19,0,1,0,0,10000,0,42.8866,-92.9117,42.9410,-92.8767,4.1700,200,1,1,1,23,67,0,0,0
620881,2021,12,15,2021-12-15,18:54:00,3,IA,19,0,0,0,0,500,0,43.2076,-93.0698,43.2536,-93.0388,3.5400,60,1,1,1,33,0,0,0,0
620882,2021,12,15,2021-12-15,18:58:00,3,MN,27,0,1,0,0,0,0,43.6155,-93.6294,43.6580,-93.5873,3.6100,75,1,1,1,47,0,0,0,0
620883,2021,12,15,2021-12-15,18:58:00,3,IA,19,0,0,0,0,5000,0,43.3432,-93.2481,43.4680,-93.1895,9.1100,80,1,1,1,195,0,0,0,0
620884,2021,12,15,2021-12-15,18:59:00,3,IA,19,0,1,0,0,490000,0,42.9847,-92.8534,43.0671,-92.7834,6.7000,80,1,1,1,67,0,0,0,0
620885,2021,12,15,2021-12-15,19:01:00,3,IA,19,0,0,0,0,50000,0,41.6317,-93.0505,41.7079,-92.9846,6.2700,100,1,1,1,99,0,0,0,0
620886,2021,12,15,2021-12-15,19:03:00,3,MN,27,0,1,0,0,0,0,43.6725,-93.5453,43.6927,-93.5281,1.6400,25,1,1,1,47,0,0,0,0
620887,2021,12,15,2021-12-15,19:06:00,3,IA,19,0,1,0,0,1150000,0,43.1117,-92.9250,43.1307,-92.9009,1.7900,65,1,1,1,67,0,0,0,0
620888,2021,12,15,2021-12-15,19:09:00,3,IA,19,0,0,0,0,15000,0,43.4877,-93.0627,43.5213,-93.0401,2.6300,50,2,0,1,0,0,0,0,0
620888,2021,12,15,2021-12-15,19:09:00,3,IA,19,0,-9,0,0,0,0,43.4877,-93.0627,43.4997,-93.0559,0.9000,50,2,1,2,195,0,0,0,0
620888,2021,12,15,2021-12-15,19:10:00,3,MN,27,0,0,0,0,15000,0,43.4997,-93.0559,43.5213,-93.0401,1.7300,50,2,1,2,47,99,0,0,0
620889,2021,12,15,2021-12-15,19:10:00,3,MN,27,0,0,0,0,0,0,43.5323,-93.3052,43.5648,-93.2781,2.6200,100,1,1,1,47,0,0,0,0
620890,2021,12,15,2021-12-15,19:10:00,3,MN,27,0,1,0,0,0,0,43.5373,-93.1981,43.6198,-93.1425,6.3400,100,1,1,1,47,0,0,0,0
620891,2021,12,15,2021-12-15,19:11:00,3,MN,27,0,2,0,0,0,0,43.7976,-93.4927,43.8261,-93.4746,2.1700,55,1,1,1,47,0,0,0,0
620892,2021,12,15,2021-12-15,19:11:00,3,MN,27,0,1,0,0,0,0,43.5080,-93.0741,43.5683,-93.0568,4.2600,75,1,1,1,47,0,0,0,0
